,datetime,temp
0,2022-12-19,1.8
1,2022-12-20,1.1
2,2022-12-21,0.2
3,2022-12-22,3.0
4,2022-12-23,7.7
5,2022-12-24,-9.2
6,2022-12-25,-6.6
7,2022-12-26,-2.7
