,datetime,temp
0,2023-01-16,0.0
1,2023-01-17,4.4
2,2023-01-18,7.4
3,2023-01-19,3.5
4,2023-01-20,1.2
5,2023-01-21,-0.7
6,2023-01-22,0.1
7,2023-01-23,1.3
