,datetime,temp
0,2023-01-02,6.3
1,2023-01-03,4.5
2,2023-01-04,5.6
3,2023-01-05,4.9
4,2023-01-06,1.4
5,2023-01-07,3.2
6,2023-01-08,-0.9
7,2023-01-09,1.9
