,datetime,temp
0,2023-03-13,4.1
1,2023-03-14,3.1
2,2023-03-15,3.1
3,2023-03-16,5.6
4,2023-03-17,7.6
5,2023-03-18,8.6
6,2023-03-19,1.6
7,2023-03-20,4.2
