,datetime,temp
0,2023-01-23,1.3
1,2023-01-24,1.4
2,2023-01-25,1.9
3,2023-01-26,7.3
4,2023-01-27,1.9
5,2023-01-28,4.8
6,2023-01-29,6.4
7,2023-01-30,5.7
