,datetime,temp
0,2023-02-27,-1.6
1,2023-02-28,1.1
2,2023-03-01,2.7
3,2023-03-02,4.6
4,2023-03-03,3.4
5,2023-03-04,1.3
6,2023-03-05,2.7
7,2023-03-06,5.1
