,datetime,temp
0,2022-11-28,9.9
1,2022-11-29,3.7
2,2022-11-30,9.4
3,2022-12-01,4.4
4,2022-12-02,4.1
5,2022-12-03,10.2
6,2022-12-04,4.3
7,2022-12-05,4.1
