,datetime,temp
0,2023-03-27,7.9
1,2023-03-28,4.6
2,2023-03-29,4.6
3,2023-03-30,3.0
4,2023-03-31,3.6
5,2023-04-01,9.1
6,2023-04-02,7.5
7,2023-04-03,5.9
