,datetime,temp
0,2022-11-21,0.4
1,2022-11-22,5.2
2,2022-11-23,6.7
3,2022-11-24,4.0
4,2022-11-25,8.3
5,2022-11-26,7.6
6,2022-11-27,9.6
7,2022-11-28,9.9
