,datetime,temp
0,2022-08-29,24.3
1,2022-08-30,26.4
2,2022-08-31,25.0
3,2022-09-01,22.7
4,2022-09-02,17.6
5,2022-09-03,19.3
6,2022-09-04,22.6
7,2022-09-05,20.3
