,datetime,temp
0,2022-12-12,-2.0
1,2022-12-13,0.7
2,2022-12-14,-0.4
3,2022-12-15,4.1
4,2022-12-16,6.3
5,2022-12-17,3.9
6,2022-12-18,2.5
7,2022-12-19,1.8
