,datetime,temp
0,2022-10-10,13.1
1,2022-10-11,13.7
2,2022-10-12,16.5
3,2022-10-13,16.5
4,2022-10-14,17.7
5,2022-10-15,15.5
6,2022-10-16,14.3
7,2022-10-17,13.2
