,datetime,temp
0,2023-03-20,4.2
1,2023-03-21,8.5
2,2023-03-22,7.4
3,2023-03-23,11.4
4,2023-03-24,8.7
5,2023-03-25,3.6
6,2023-03-26,9.1
7,2023-03-27,7.9
