,datetime,temp
0,2022-12-05,4.1
1,2022-12-06,8.6
2,2022-12-07,11.9
3,2022-12-08,9.2
4,2022-12-09,3.9
5,2022-12-10,0.4
6,2022-12-11,-1.9
7,2022-12-12,-2.0
