,datetime,temp
0,2023-02-13,4.3
1,2023-02-14,6.1
2,2023-02-15,7.4
3,2023-02-16,13.2
4,2023-02-17,8.2
5,2023-02-18,-0.6
6,2023-02-19,4.2
7,2023-02-20,10.8
