,datetime,temp
0,2023-01-30,5.7
1,2023-01-31,0.6
2,2023-02-01,-3.4
3,2023-02-02,-0.6
4,2023-02-03,-7.7
5,2023-02-04,-16.0
6,2023-02-05,1.8
7,2023-02-06,4.6
