,datetime,temp
0,2022-11-07,19.9
1,2022-11-08,9.7
2,2022-11-09,6.1
3,2022-11-10,13.2
4,2022-11-11,17.0
5,2022-11-12,19.7
6,2022-11-13,10.5
7,2022-11-14,4.4
