,datetime,temp
0,2022-09-05,20.3
1,2022-09-06,17.7
2,2022-09-07,18.5
3,2022-09-08,18.1
4,2022-09-09,19.1
5,2022-09-10,22.4
6,2022-09-11,23.1
7,2022-09-12,21.3
