,datetime,temp
0,2022-12-26,-2.7
1,2022-12-27,-0.7
2,2022-12-28,1.2
3,2022-12-29,5.2
4,2022-12-30,9.8
5,2022-12-31,10.0
6,2023-01-01,10.4
7,2023-01-02,6.3
