,datetime,temp
0,2023-03-06,5.1
1,2023-03-07,1.5
2,2023-03-08,3.4
3,2023-03-09,4.3
4,2023-03-10,4.1
5,2023-03-11,2.9
6,2023-03-12,2.7
7,2023-03-13,4.1
