,datetime,temp
0,2023-02-06,4.6
1,2023-02-07,-1.3
2,2023-02-08,5.4
3,2023-02-09,4.9
4,2023-02-10,8.6
5,2023-02-11,4.5
6,2023-02-12,4.3
7,2023-02-13,4.3
