,datetime,temp
0,2022-10-03,11.9
1,2022-10-04,12.8
2,2022-10-05,13.6
3,2022-10-06,16.9
4,2022-10-07,18.9
5,2022-10-08,12.5
6,2022-10-09,11.7
7,2022-10-10,13.1
