,datetime,temp
0,2022-11-14,4.4
1,2022-11-15,3.3
2,2022-11-16,8.1
3,2022-11-17,5.0
4,2022-11-18,3.6
5,2022-11-19,2.7
6,2022-11-20,1.0
7,2022-11-21,0.4
