,datetime,temp
0,2022-10-17,13.2
1,2022-10-18,16.1
2,2022-10-19,10.4
3,2022-10-20,9.9
4,2022-10-21,11.7
5,2022-10-22,13.7
6,2022-10-23,12.3
7,2022-10-24,13.4
