,datetime,temp
0,2022-10-24,13.4
1,2022-10-25,15.0
2,2022-10-26,15.8
3,2022-10-27,16.4
4,2022-10-28,8.2
5,2022-10-29,8.8
6,2022-10-30,10.1
7,2022-10-31,13.6
