,datetime,temp
0,2022-09-12,21.3
1,2022-09-13,21.0
2,2022-09-14,22.0
3,2022-09-15,18.6
4,2022-09-16,17.2
5,2022-09-17,15.7
6,2022-09-18,22.2
7,2022-09-19,17.6
