,datetime,temp
0,2023-01-09,1.9
1,2023-01-10,2.2
2,2023-01-11,-1.7
3,2023-01-12,2.7
4,2023-01-13,11.5
5,2023-01-14,1.3
6,2023-01-15,0.5
7,2023-01-16,0.0
